team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba
Milwaukee Brewers,away,Sal Frelick,686217,777944,"Frelick, Sal",2025.0,25.0,134.0,153.0,37.0,29.0,5.0,2.0,1.0,17.0,14.0,11.1,9.2,0.276,0.366,0.358,0.724,0.267,0.33,0.328,0.31
Milwaukee Brewers,away,Caleb Durbin,702332,777944,"Durbin, Caleb",2025.0,25.0,72.0,83.0,14.0,10.0,3.0,0.0,1.0,4.0,4.0,4.8,4.8,0.194,0.278,0.28,0.558,0.219,0.294,0.259,0.272
Milwaukee Brewers,away,Joey Ortiz,687401,777944,"Ortiz, Joey",2025.0,26.0,136.0,148.0,24.0,19.0,4.0,0.0,1.0,23.0,9.0,15.5,6.1,0.176,0.228,0.233,0.461,0.242,0.325,0.213,0.276
Detroit Tigers,home,Kerry Carpenter,681481,777940,"Carpenter, Kerry",2025.0,27.0,139.0,147.0,40.0,24.0,6.0,1.0,9.0,25.0,4.0,17.0,2.7,0.288,0.54,0.315,0.855,0.279,0.576,0.368,0.376
Detroit Tigers,home,Justyn-Henry Malloy,669234,777940,"Malloy, Justyn-Henry",2025.0,25.0,71.0,92.0,15.0,10.0,4.0,0.0,1.0,23.0,18.0,25.0,19.6,0.211,0.31,0.37,0.68,0.215,0.362,0.32,0.333
Detroit Tigers,home,Gleyber Torres,650402,777940,"Torres, Gleyber",2025.0,28.0,112.0,128.0,34.0,24.0,5.0,0.0,5.0,11.0,12.0,8.6,9.4,0.304,0.482,0.375,0.857,0.311,0.578,0.375,0.408
Detroit Tigers,home,Zach McKinstry,656716,777940,"McKinstry, Zach",2025.0,30.0,129.0,152.0,36.0,26.0,6.0,3.0,1.0,41.0,20.0,27.0,13.2,0.279,0.395,0.371,0.766,0.249,0.348,0.34,0.315
Detroit Tigers,home,Riley Greene,682985,777940,"Greene, Riley",2025.0,24.0,156.0,169.0,41.0,26.0,6.0,0.0,9.0,48.0,12.0,28.4,7.1,0.263,0.474,0.32,0.794,0.253,0.489,0.345,0.34
Detroit Tigers,home,Spencer Torkelson,679529,777940,"Torkelson, Spencer",2025.0,25.0,151.0,178.0,36.0,15.0,11.0,0.0,10.0,44.0,21.0,24.7,11.8,0.238,0.51,0.337,0.847,0.249,0.547,0.364,0.38
Detroit Tigers,home,Trey Sweeney,700242,777940,"Sweeney, Trey",2025.0,25.0,131.0,145.0,35.0,27.0,3.0,1.0,4.0,31.0,14.0,21.4,9.7,0.267,0.397,0.338,0.735,0.249,0.394,0.329,0.317
Detroit Tigers,home,Dillon Dingler,693307,777940,"Dingler, Dillon",2025.0,26.0,110.0,114.0,31.0,20.0,6.0,1.0,4.0,31.0,1.0,27.2,0.9,0.282,0.464,0.307,0.771,0.28,0.48,0.336,0.336
Detroit Tigers,home,Jace Jung,690291,777940,"Jung, Jace",2025.0,24.0,41.0,48.0,4.0,4.0,0.0,0.0,0.0,13.0,7.0,27.1,14.6,0.098,0.098,0.229,0.327,0.179,0.237,0.176,0.255
Detroit Tigers,home,Javier Báez,595879,777940,"Báez, Javier",2025.0,32.0,115.0,121.0,36.0,25.0,8.0,0.0,3.0,29.0,4.0,24.0,3.3,0.313,0.461,0.347,0.808,0.247,0.38,0.355,0.291
Boston Red Sox,away,Jarren Duran,680776,777940,"Duran, Jarren",2025.0,28.0,183.0,197.0,46.0,31.0,9.0,4.0,2.0,42.0,10.0,21.3,5.1,0.251,0.377,0.299,0.676,0.267,0.395,0.299,0.312
Boston Red Sox,away,Rafael Devers,646240,777940,"Devers, Rafael",2025.0,28.0,158.0,194.0,45.0,26.0,12.0,0.0,7.0,47.0,33.0,24.2,17.0,0.285,0.494,0.407,0.901,0.29,0.555,0.391,0.417
Boston Red Sox,away,Alex Bregman,608324,777940,"Bregman, Alex",2025.0,31.0,165.0,188.0,51.0,27.0,15.0,0.0,9.0,35.0,17.0,18.6,9.0,0.309,0.564,0.388,0.952,0.264,0.494,0.41,0.364
Boston Red Sox,away,Kristian Campbell,692225,777940,"Campbell, Kristian",2025.0,23.0,133.0,153.0,34.0,22.0,8.0,0.0,4.0,41.0,19.0,26.8,12.4,0.256,0.406,0.346,0.752,0.259,0.424,0.336,0.34
Boston Red Sox,away,Wilyer Abreu,677800,777940,"Abreu, Wilyer",2025.0,26.0,140.0,162.0,39.0,21.0,7.0,0.0,11.0,31.0,22.0,19.1,13.6,0.279,0.564,0.377,0.941,0.292,0.633,0.4,0.423
Boston Red Sox,away,Nick Sogard,686765,777940,"Sogard, Nick",2025.0,27.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,20.0,10.0,0.111,0.111,0.2,0.311,0.165,0.272,0.159,0.236
Boston Red Sox,away,Carlos Narváez,665966,777940,"Narváez, Carlos",2025.0,26.0,99.0,107.0,24.0,14.0,6.0,0.0,4.0,26.0,8.0,24.3,7.5,0.242,0.424,0.299,0.723,0.232,0.425,0.318,0.309
Boston Red Sox,away,David Hamilton,666152,777940,"Hamilton, David",2025.0,27.0,50.0,53.0,9.0,7.0,1.0,0.0,1.0,13.0,2.0,24.5,3.8,0.18,0.26,0.212,0.472,0.191,0.249,0.212,0.21
Boston Red Sox,away,Ceddanne Rafaela,678882,777940,"Rafaela, Ceddanne",2025.0,24.0,128.0,141.0,31.0,21.0,6.0,2.0,2.0,24.0,8.0,17.0,5.7,0.242,0.367,0.295,0.662,0.286,0.52,0.294,0.366
Cincinnati Reds,home,TJ Friedl,670770,777945,"Friedl Jr., TJ",2025.0,29.0,156.0,180.0,43.0,33.0,6.0,1.0,3.0,29.0,20.0,16.1,11.1,0.276,0.385,0.358,0.743,0.258,0.334,0.333,0.307
Cincinnati Reds,home,Will Benson,666181,777945,"Benson, Will",2025.0,27.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,45.5,0.0,0.091,0.182,0.091,0.273,0.163,0.212,0.116,0.161
Cincinnati Reds,home,Santiago Espinal,669289,777945,"Espinal, Santiago",2025.0,30.0,105.0,115.0,31.0,25.0,6.0,0.0,0.0,12.0,10.0,10.4,8.7,0.295,0.352,0.357,0.709,0.264,0.343,0.321,0.3
Cincinnati Reds,home,Elly De La Cruz,682829,777945,"De La Cruz, Elly",2025.0,23.0,164.0,184.0,40.0,29.0,5.0,0.0,6.0,54.0,17.0,29.3,9.2,0.244,0.384,0.321,0.705,0.232,0.407,0.311,0.312
Cincinnati Reds,home,Austin Hays,669720,777945,"Hays, Austin",2025.0,29.0,61.0,67.0,20.0,12.0,3.0,0.0,5.0,17.0,6.0,25.4,9.0,0.328,0.623,0.388,1.011,0.303,0.629,0.431,0.415
Cincinnati Reds,home,Tyler Stephenson,663886,777945,"Stephenson, Tyler",2025.0,28.0,30.0,36.0,7.0,3.0,3.0,0.0,1.0,15.0,6.0,41.7,16.7,0.233,0.433,0.361,0.794,0.223,0.362,0.345,0.313
Cincinnati Reds,home,Spencer Steer,668715,777945,"Steer, Spencer",2025.0,27.0,133.0,147.0,25.0,17.0,5.0,0.0,3.0,36.0,13.0,24.5,8.8,0.188,0.293,0.265,0.558,0.214,0.327,0.256,0.276
Cincinnati Reds,home,Gavin Lux,666158,777945,"Lux, Gavin",2025.0,27.0,131.0,151.0,37.0,26.0,9.0,1.0,1.0,35.0,20.0,23.2,13.2,0.282,0.389,0.377,0.766,0.257,0.368,0.347,0.325
Cincinnati Reds,home,Matt McLain,680574,777945,"McLain, Matt",2025.0,25.0,121.0,145.0,20.0,14.0,1.0,0.0,5.0,46.0,20.0,31.7,13.8,0.165,0.298,0.299,0.597,0.202,0.386,0.28,0.321
Cincinnati Reds,home,Connor Joe,656582,777945,"Joe, Connor",2025.0,32.0,13.0,15.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,40.0,13.3,0.154,0.154,0.267,0.421,0.161,0.251,0.212,0.246
Chicago White Sox,away,Chase Meidroth,805367,777945,"Meidroth, Chase",2025.0,23.0,61.0,70.0,15.0,13.0,2.0,0.0,0.0,12.0,9.0,17.1,12.9,0.246,0.279,0.343,0.622,0.237,0.279,0.292,0.286
Chicago White Sox,away,Miguel Vargas,678246,777945,"Vargas, Miguel",2025.0,25.0,135.0,154.0,29.0,19.0,8.0,0.0,2.0,30.0,17.0,19.5,11.0,0.215,0.319,0.312,0.631,0.221,0.343,0.29,0.297
Chicago White Sox,away,Edgar Quero,700337,777945,"Quero, Edgar",2025.0,22.0,62.0,72.0,17.0,14.0,3.0,0.0,0.0,11.0,8.0,15.3,11.1,0.274,0.323,0.375,0.698,0.28,0.374,0.325,0.34
Chicago White Sox,away,Luis Robert Jr.,673357,777945,"Robert Jr., Luis",2025.0,27.0,129.0,152.0,24.0,16.0,3.0,0.0,5.0,47.0,20.0,30.9,13.2,0.186,0.326,0.293,0.619,0.236,0.407,0.28,0.326
Chicago White Sox,away,Andrew Vaughn,683734,777945,"Vaughn, Andrew",2025.0,27.0,152.0,160.0,29.0,18.0,6.0,0.0,5.0,39.0,7.0,24.4,4.4,0.191,0.329,0.225,0.554,0.25,0.474,0.244,0.325
Chicago White Sox,away,Lenyn Sosa,672820,777945,"Sosa, Lenyn",2025.0,25.0,140.0,145.0,36.0,28.0,6.0,0.0,2.0,35.0,4.0,24.1,2.8,0.257,0.343,0.278,0.621,0.281,0.439,0.275,0.318
Chicago White Sox,away,Brooks Baldwin,681460,777945,"Baldwin, Brooks",2025.0,24.0,115.0,125.0,26.0,18.0,5.0,0.0,3.0,35.0,5.0,28.0,4.0,0.226,0.348,0.26,0.608,0.228,0.363,0.268,0.285
Chicago White Sox,away,Tim Elko,671284,777945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago White Sox,away,Josh Rojas,668942,777945,"Rojas, Josh",2025.0,31.0,20.0,24.0,4.0,4.0,0.0,0.0,0.0,6.0,4.0,25.0,16.7,0.2,0.2,0.333,0.533,0.265,0.334,0.265,0.334
Chicago White Sox,away,Michael A. Taylor,572191,777945,"Taylor, Michael A.",2025.0,34.0,80.0,87.0,16.0,8.0,6.0,1.0,1.0,27.0,7.0,31.0,8.0,0.2,0.338,0.264,0.602,0.218,0.409,0.269,0.3
Toronto Blue Jays,home,Bo Bichette,666182,777935,"Bichette, Bo",2025.0,27.0,171.0,185.0,48.0,34.0,12.0,0.0,2.0,29.0,11.0,15.7,5.9,0.281,0.386,0.33,0.716,0.314,0.5,0.317,0.371
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777935,"Guerrero Jr., Vladimir",2025.0,26.0,151.0,177.0,43.0,32.0,7.0,0.0,4.0,33.0,23.0,18.6,13.0,0.285,0.411,0.379,0.79,0.306,0.498,0.348,0.387
Toronto Blue Jays,home,Anthony Santander,623993,777935,"Santander, Anthony",2025.0,30.0,143.0,160.0,28.0,18.0,5.0,0.0,5.0,36.0,16.0,22.5,10.0,0.196,0.336,0.275,0.611,0.224,0.367,0.275,0.298
Toronto Blue Jays,home,George Springer,543807,777935,"Springer III, George",2025.0,35.0,118.0,143.0,35.0,20.0,9.0,1.0,5.0,36.0,22.0,25.2,15.4,0.297,0.517,0.404,0.921,0.27,0.536,0.4,0.391
Toronto Blue Jays,home,Daulton Varsho,662139,777935,"Varsho, Daulton",2025.0,28.0,31.0,36.0,6.0,2.0,1.0,0.0,3.0,15.0,3.0,41.7,8.3,0.194,0.516,0.25,0.766,0.197,0.471,0.306,0.299
Toronto Blue Jays,home,Ernie Clement,676391,777935,"Clement, Ernie",2025.0,29.0,105.0,114.0,28.0,22.0,6.0,0.0,0.0,18.0,5.0,15.8,4.4,0.267,0.324,0.295,0.619,0.26,0.337,0.275,0.28
Toronto Blue Jays,home,Addison Barger,680718,777935,"Barger, Addison",2025.0,25.0,54.0,59.0,13.0,6.0,6.0,0.0,1.0,10.0,4.0,16.9,6.8,0.241,0.407,0.305,0.712,0.3,0.473,0.315,0.362
Toronto Blue Jays,home,Tyler Heineman,623168,777935,"Heineman, Tyler",2025.0,34.0,39.0,41.0,15.0,11.0,3.0,0.0,1.0,7.0,1.0,17.1,2.4,0.385,0.538,0.39,0.928,0.266,0.391,0.401,0.289
Toronto Blue Jays,home,Nathan Lukes,664770,777935,"Lukes, Nathan",2025.0,30.0,61.0,74.0,17.0,13.0,2.0,0.0,2.0,12.0,9.0,16.2,12.2,0.279,0.41,0.384,0.794,0.317,0.437,0.357,0.378
Toronto Blue Jays,home,Myles Straw,664702,777935,"Straw, Myles",2025.0,30.0,67.0,73.0,19.0,15.0,3.0,0.0,1.0,13.0,3.0,17.8,4.1,0.284,0.373,0.314,0.687,0.267,0.381,0.306,0.297
Tampa Bay Rays,away,Chandler Simpson,802415,777935,"Simpson, Chandler",2025.0,24.0,73.0,79.0,19.0,16.0,3.0,0.0,0.0,10.0,4.0,12.7,5.1,0.26,0.301,0.295,0.596,0.277,0.318,0.268,0.291
Tampa Bay Rays,away,Brandon Lowe,664040,777935,"Lowe, Brandon",2025.0,30.0,137.0,148.0,26.0,20.0,1.0,0.0,5.0,42.0,10.0,28.4,6.8,0.19,0.307,0.243,0.55,0.251,0.453,0.247,0.323
Tampa Bay Rays,away,Junior Caminero,691406,777935,"Caminero, Junior",2025.0,21.0,145.0,155.0,36.0,23.0,6.0,0.0,7.0,31.0,7.0,20.0,4.5,0.248,0.434,0.277,0.711,0.257,0.444,0.307,0.318
Tampa Bay Rays,away,Jonathan Aranda,666018,777935,"Aranda, Jonathan",2025.0,27.0,114.0,133.0,39.0,25.0,9.0,0.0,5.0,30.0,15.0,22.6,11.3,0.342,0.553,0.429,0.982,0.313,0.577,0.427,0.421
Tampa Bay Rays,away,Kameron Misner,670224,777935,"Misner, Kameron",2025.0,27.0,104.0,115.0,27.0,16.0,7.0,1.0,3.0,33.0,8.0,28.7,7.0,0.26,0.433,0.313,0.746,0.221,0.351,0.325,0.277
Tampa Bay Rays,away,José Caballero,676609,777935,"Caballero, José",2025.0,28.0,81.0,93.0,19.0,13.0,4.0,1.0,1.0,31.0,11.0,33.3,11.8,0.235,0.346,0.323,0.669,0.222,0.271,0.302,0.271
Tampa Bay Rays,away,Taylor Walls,670764,777935,"Walls, Taylor",2025.0,28.0,97.0,112.0,20.0,17.0,2.0,0.0,1.0,25.0,13.0,22.3,11.6,0.206,0.258,0.295,0.553,0.212,0.29,0.258,0.269
Tampa Bay Rays,away,Travis Jankowski,608671,777935,"Jankowski, Travis",2025.0,34.0,39.0,42.0,11.0,9.0,2.0,0.0,0.0,10.0,2.0,23.8,4.8,0.282,0.333,0.31,0.643,0.27,0.304,0.285,0.269
Tampa Bay Rays,away,Danny Jansen,643376,777935,"Jansen, Danny",2025.0,30.0,81.0,99.0,13.0,10.0,2.0,0.0,1.0,22.0,18.0,22.2,18.2,0.16,0.222,0.313,0.535,0.203,0.333,0.264,0.314
Tampa Bay Rays,away,Christopher Morel,666624,777935,"Morel, Christopher",2025.0,26.0,103.0,116.0,23.0,14.0,6.0,0.0,3.0,45.0,12.0,38.8,10.3,0.223,0.369,0.31,0.679,0.234,0.462,0.306,0.339
Tampa Bay Rays,away,Ben Rortvedt,666163,777935,"Rortvedt, Ben",2025.0,27.0,45.0,51.0,4.0,3.0,1.0,0.0,0.0,9.0,6.0,17.6,11.8,0.089,0.111,0.196,0.307,0.151,0.212,0.16,0.22
New York Mets,home,Francisco Lindor,596019,777943,"Lindor, Francisco",2025.0,31.0,168.0,190.0,51.0,35.0,7.0,0.0,9.0,30.0,13.0,15.8,6.8,0.304,0.506,0.368,0.874,0.289,0.501,0.381,0.374
New York Mets,home,Juan Soto,665742,777943,"Soto, Juan",2025.0,26.0,155.0,188.0,39.0,22.0,9.0,0.0,8.0,30.0,31.0,16.0,16.5,0.252,0.465,0.372,0.837,0.311,0.618,0.366,0.437
New York Mets,home,Pete Alonso,624413,777943,"Alonso, Pete",2025.0,30.0,154.0,187.0,49.0,24.0,15.0,1.0,9.0,36.0,26.0,19.3,13.9,0.318,0.604,0.428,1.032,0.308,0.629,0.441,0.44
New York Mets,home,Brandon Nimmo,607043,777943,"Nimmo, Brandon",2025.0,32.0,151.0,167.0,34.0,19.0,7.0,0.0,8.0,30.0,13.0,18.0,7.8,0.225,0.43,0.287,0.717,0.271,0.497,0.311,0.353
New York Mets,home,Mark Vientos,668901,777943,"Vientos, Mark",2025.0,25.0,140.0,156.0,34.0,22.0,6.0,1.0,5.0,32.0,15.0,20.5,9.6,0.243,0.407,0.314,0.721,0.243,0.394,0.319,0.311
New York Mets,home,Luisangel Acuña,682668,777943,"Acuña, Luisangel",2025.0,23.0,104.0,114.0,29.0,23.0,6.0,0.0,0.0,22.0,8.0,19.3,7.0,0.279,0.337,0.333,0.67,0.26,0.309,0.303,0.285
New York Mets,home,Jeff McNeil,643446,777943,"McNeil, Jeff",2025.0,33.0,41.0,48.0,10.0,5.0,1.0,2.0,2.0,7.0,6.0,14.6,12.5,0.244,0.512,0.333,0.845,0.263,0.391,0.354,0.323
New York Mets,home,Francisco Alvarez,682626,777943,"Alvarez, Francisco",2025.0,23.0,47.0,53.0,14.0,12.0,1.0,0.0,1.0,14.0,5.0,26.4,9.4,0.298,0.383,0.377,0.76,0.208,0.296,0.345,0.271
New York Mets,home,Brett Baty,683146,777943,"Baty, Brett",2025.0,25.0,68.0,72.0,15.0,7.0,3.0,1.0,4.0,22.0,3.0,30.6,4.2,0.221,0.471,0.254,0.725,0.241,0.455,0.311,0.311
New York Mets,home,Tyrone Taylor,621438,777943,"Taylor, Tyrone",2025.0,31.0,109.0,119.0,26.0,18.0,4.0,3.0,1.0,25.0,3.0,21.0,2.5,0.239,0.358,0.291,0.649,0.266,0.369,0.289,0.304
Pittsburgh Pirates,away,Adam Frazier,624428,777943,"Frazier, Adam",2025.0,33.0,114.0,126.0,26.0,21.0,3.0,0.0,2.0,20.0,9.0,15.9,7.1,0.228,0.307,0.294,0.601,0.229,0.291,0.27,0.261
Pittsburgh Pirates,away,Isiah Kiner-Falefa,643396,777943,"Kiner-Falefa, Isiah",2025.0,30.0,104.0,113.0,30.0,25.0,3.0,1.0,1.0,20.0,7.0,17.7,6.2,0.288,0.365,0.339,0.704,0.268,0.336,0.317,0.294
Pittsburgh Pirates,away,Bryan Reynolds,668804,777943,"Reynolds, Bryan",2025.0,30.0,167.0,184.0,34.0,24.0,5.0,0.0,5.0,52.0,14.0,28.3,7.6,0.204,0.323,0.266,0.589,0.258,0.488,0.262,0.342
Pittsburgh Pirates,away,Joey Bart,663698,777943,"Bart, Joey",2025.0,28.0,106.0,128.0,30.0,24.0,4.0,1.0,1.0,32.0,19.0,25.0,14.8,0.283,0.368,0.406,0.774,0.253,0.435,0.357,0.363
Pittsburgh Pirates,away,Ke'Bryan Hayes,663647,777943,"Hayes, Ke'Bryan",2025.0,28.0,150.0,162.0,39.0,34.0,3.0,1.0,1.0,30.0,9.0,18.5,5.6,0.26,0.313,0.311,0.624,0.248,0.35,0.283,0.288
Pittsburgh Pirates,away,Alexander Canario,672744,777943,"Canario, Alexander",2025.0,25.0,54.0,60.0,9.0,5.0,2.0,0.0,2.0,15.0,6.0,25.0,10.0,0.167,0.315,0.25,0.565,0.235,0.569,0.256,0.371
Pittsburgh Pirates,away,Jared Triolo,669707,777943,"Triolo, Jared",2025.0,27.0,70.0,79.0,11.0,6.0,4.0,0.0,1.0,10.0,6.0,12.7,7.6,0.157,0.257,0.231,0.488,0.247,0.405,0.224,0.313
Pittsburgh Pirates,away,Ji Hwan Bae,678225,777943,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pittsburgh Pirates,away,Andrew McCutchen,457705,777943,"McCutchen, Andrew",2025.0,38.0,118.0,138.0,30.0,20.0,7.0,0.0,3.0,21.0,17.0,15.2,12.3,0.254,0.39,0.35,0.74,0.277,0.482,0.33,0.367
Pittsburgh Pirates,away,Matt Gorski,685301,777943,"Gorski, Matt",2025.0,27.0,34.0,34.0,7.0,5.0,0.0,1.0,1.0,15.0,0.0,44.1,0.0,0.206,0.353,0.206,0.559,0.18,0.316,0.24,0.21
Pittsburgh Pirates,away,Henry Davis,680779,777943,"Davis, Henry",2025.0,25.0,34.0,38.0,4.0,3.0,0.0,0.0,1.0,7.0,2.0,18.4,5.3,0.118,0.206,0.189,0.395,0.232,0.336,0.186,0.283
Atlanta Braves,home,Alex Verdugo,657077,777942,"Verdugo, Alex",2025.0,29.0,88.0,95.0,22.0,14.0,8.0,0.0,0.0,9.0,6.0,9.5,6.3,0.25,0.341,0.305,0.646,0.284,0.396,0.291,0.322
Atlanta Braves,home,Austin Riley,663586,777942,"Riley, Austin",2025.0,28.0,169.0,181.0,48.0,33.0,7.0,0.0,8.0,51.0,10.0,28.2,5.5,0.284,0.467,0.331,0.798,0.272,0.514,0.349,0.355
Atlanta Braves,home,Matt Olson,621566,777942,"Olson, Matt",2025.0,31.0,147.0,178.0,33.0,20.0,6.0,0.0,7.0,38.0,29.0,21.3,16.3,0.224,0.408,0.354,0.762,0.251,0.531,0.343,0.389
Atlanta Braves,home,Marcell Ozuna,542303,777942,"Ozuna, Marcell",2025.0,34.0,129.0,166.0,35.0,24.0,5.0,0.0,6.0,34.0,35.0,20.5,21.1,0.271,0.45,0.428,0.878,0.286,0.524,0.392,0.416
Atlanta Braves,home,Drake Baldwin,686948,777942,"Baldwin, Drake",2025.0,24.0,66.0,72.0,20.0,14.0,3.0,0.0,3.0,13.0,6.0,18.1,8.3,0.303,0.485,0.361,0.846,0.282,0.489,0.372,0.358
Atlanta Braves,home,Ozzie Albies,645277,777942,"Albies, Ozzie",2025.0,28.0,164.0,178.0,34.0,25.0,4.0,0.0,5.0,27.0,13.0,15.2,7.3,0.207,0.323,0.264,0.587,0.217,0.35,0.264,0.276
Atlanta Braves,home,Michael Harris II,671739,777942,"Harris II, Michael",2025.0,24.0,158.0,170.0,37.0,25.0,8.0,1.0,3.0,30.0,6.0,17.6,3.5,0.234,0.354,0.256,0.61,0.276,0.407,0.263,0.307
Atlanta Braves,home,Eli White,642201,777942,"White, Eli",2025.0,31.0,85.0,92.0,24.0,13.0,6.0,3.0,2.0,20.0,6.0,21.7,6.5,0.282,0.494,0.33,0.824,0.274,0.421,0.353,0.319
Atlanta Braves,home,Nick Allen,669397,777942,"Allen, Nick",2025.0,26.0,104.0,114.0,27.0,23.0,4.0,0.0,0.0,26.0,6.0,22.8,5.3,0.26,0.298,0.313,0.611,0.237,0.281,0.279,0.259
Washington Nationals,away,CJ Abrams,682928,777942,"Abrams, CJ",2025.0,24.0,115.0,128.0,35.0,22.0,7.0,2.0,4.0,24.0,8.0,18.8,6.3,0.304,0.504,0.362,0.866,0.313,0.527,0.377,0.386
